{u'decodedSeries': 9, u'videoSeries': 0.182898, u'presentedSeries': 5, u'presentedTime': 1557585546203, u'decodedTime': 1557585546203, u'fpsSeries': 3, u'fpsTime': 1557585546203}
{u'decodedSeries': 435, u'videoSeries': 14.364164, u'presentedSeries': 404, u'presentedTime': 1557585560466, u'decodedTime': 1557585560466, u'fpsSeries': 345, u'fpsTime': 1557585560466}
{u'decodedSeries': 464, u'videoSeries': 15.387164, u'presentedSeries': 431, u'presentedTime': 1557585561475, u'decodedTime': 1557585561475, u'fpsSeries': 371, u'fpsTime': 1557585561475}
{u'decodedSeries': 499, u'videoSeries': 16.345756, u'presentedSeries': 461, u'presentedTime': 1557585562526, u'decodedTime': 1557585562526, u'fpsSeries': 395, u'fpsTime': 1557585562526}
{u'decodedSeries': 529, u'videoSeries': 17.496089, u'presentedSeries': 491, u'presentedTime': 1557585563526, u'decodedTime': 1557585563526, u'fpsSeries': 425, u'fpsTime': 1557585563526}
{u'decodedSeries': 559, u'videoSeries': 18.499868, u'presentedSeries': 521, u'presentedTime': 1557585564527, u'decodedTime': 1557585564526, u'fpsSeries': 454, u'fpsTime': 1557585564527}
{u'decodedSeries': 588, u'videoSeries': 19.503837, u'presentedSeries': 551, u'presentedTime': 1557585565530, u'decodedTime': 1557585565530, u'fpsSeries': 483, u'fpsTime': 1557585565530}
{u'decodedSeries': 618, u'videoSeries': 20.513026, u'presentedSeries': 581, u'presentedTime': 1557585566530, u'decodedTime': 1557585566530, u'fpsSeries': 508, u'fpsTime': 1557585566530}
{u'decodedSeries': 649, u'videoSeries': 21.520532, u'presentedSeries': 611, u'presentedTime': 1557585567539, u'decodedTime': 1557585567539, u'fpsSeries': 538, u'fpsTime': 1557585567539}
{u'decodedSeries': 679, u'videoSeries': 22.496126, u'presentedSeries': 639, u'presentedTime': 1557585568539, u'decodedTime': 1557585568539, u'fpsSeries': 562, u'fpsTime': 1557585568539}
{u'decodedSeries': 709, u'videoSeries': 23.493198, u'presentedSeries': 669, u'presentedTime': 1557585569540, u'decodedTime': 1557585569540, u'fpsSeries': 589, u'fpsTime': 1557585569540}
{u'decodedSeries': 736, u'videoSeries': 24.466666, u'presentedSeries': 696, u'presentedTime': 1557585570559, u'decodedTime': 1557585570559, u'fpsSeries': 614, u'fpsTime': 1557585570559}
{u'decodedSeries': 769, u'videoSeries': 25.530748, u'presentedSeries': 727, u'presentedTime': 1557585571559, u'decodedTime': 1557585571559, u'fpsSeries': 641, u'fpsTime': 1557585571559}
{u'decodedSeries': 798, u'videoSeries': 26.513005, u'presentedSeries': 756, u'presentedTime': 1557585572559, u'decodedTime': 1557585572559, u'fpsSeries': 668, u'fpsTime': 1557585572559}
{u'decodedSeries': 830, u'videoSeries': 27.5, u'presentedSeries': 787, u'presentedTime': 1557585573562, u'decodedTime': 1557585573562, u'fpsSeries': 700, u'fpsTime': 1557585573562}
{u'decodedSeries': 860, u'videoSeries': 28.524465, u'presentedSeries': 815, u'presentedTime': 1557585574566, u'decodedTime': 1557585574565, u'fpsSeries': 724, u'fpsTime': 1557585574566}
{u'decodedSeries': 889, u'videoSeries': 29.523952, u'presentedSeries': 845, u'presentedTime': 1557585575565, u'decodedTime': 1557585575565, u'fpsSeries': 752, u'fpsTime': 1557585575565}
{u'decodedSeries': 920, u'videoSeries': 30.518354, u'presentedSeries': 875, u'presentedTime': 1557585576565, u'decodedTime': 1557585576565, u'fpsSeries': 782, u'fpsTime': 1557585576565}
{u'decodedSeries': 950, u'videoSeries': 31.51947, u'presentedSeries': 905, u'presentedTime': 1557585577566, u'decodedTime': 1557585577566, u'fpsSeries': 812, u'fpsTime': 1557585577566}
{u'decodedSeries': 980, u'videoSeries': 32.520065, u'presentedSeries': 935, u'presentedTime': 1557585578567, u'decodedTime': 1557585578567, u'fpsSeries': 839, u'fpsTime': 1557585578567}
{u'decodedSeries': 1010, u'videoSeries': 33.544311, u'presentedSeries': 965, u'presentedTime': 1557585579582, u'decodedTime': 1557585579582, u'fpsSeries': 866, u'fpsTime': 1557585579582}
{u'decodedSeries': 1039, u'videoSeries': 34.531988, u'presentedSeries': 995, u'presentedTime': 1557585580582, u'decodedTime': 1557585580582, u'fpsSeries': 892, u'fpsTime': 1557585580582}
{u'decodedSeries': 1069, u'videoSeries': 35.560515, u'presentedSeries': 1025, u'presentedTime': 1557585581584, u'decodedTime': 1557585581584, u'fpsSeries': 918, u'fpsTime': 1557585581584}
{u'decodedSeries': 1101, u'videoSeries': 36.536031, u'presentedSeries': 1056, u'presentedTime': 1557585582594, u'decodedTime': 1557585582594, u'fpsSeries': 945, u'fpsTime': 1557585582594}
{u'decodedSeries': 1131, u'videoSeries': 37.549612, u'presentedSeries': 1086, u'presentedTime': 1557585583594, u'decodedTime': 1557585583594, u'fpsSeries': 970, u'fpsTime': 1557585583594}
{u'decodedSeries': 1161, u'videoSeries': 38.541616, u'presentedSeries': 1116, u'presentedTime': 1557585584594, u'decodedTime': 1557585584594, u'fpsSeries': 999, u'fpsTime': 1557585584594}
{u'decodedSeries': 1191, u'videoSeries': 39.577085, u'presentedSeries': 1146, u'presentedTime': 1557585585598, u'decodedTime': 1557585585598, u'fpsSeries': 1029, u'fpsTime': 1557585585598}
{u'decodedSeries': 1219, u'videoSeries': 40.559568, u'presentedSeries': 1176, u'presentedTime': 1557585586608, u'decodedTime': 1557585586608, u'fpsSeries': 1056, u'fpsTime': 1557585586613}
{u'decodedSeries': 1251, u'videoSeries': 41.562288, u'presentedSeries': 1206, u'presentedTime': 1557585587608, u'decodedTime': 1557585587608, u'fpsSeries': 1086, u'fpsTime': 1557585587608}
{u'decodedSeries': 1281, u'videoSeries': 42.576511, u'presentedSeries': 1236, u'presentedTime': 1557585588609, u'decodedTime': 1557585588609, u'fpsSeries': 1115, u'fpsTime': 1557585588609}
{u'decodedSeries': 1311, u'videoSeries': 43.590514, u'presentedSeries': 1266, u'presentedTime': 1557585589614, u'decodedTime': 1557585589614, u'fpsSeries': 1145, u'fpsTime': 1557585589614}
{u'decodedSeries': 1341, u'videoSeries': 44.56422, u'presentedSeries': 1296, u'presentedTime': 1557585590614, u'decodedTime': 1557585590614, u'fpsSeries': 1174, u'fpsTime': 1557585590614}
{u'decodedSeries': 1371, u'videoSeries': 45.582294, u'presentedSeries': 1324, u'presentedTime': 1557585591615, u'decodedTime': 1557585591615, u'fpsSeries': 1198, u'fpsTime': 1557585591615}
{u'decodedSeries': 1401, u'videoSeries': 46.590174, u'presentedSeries': 1351, u'presentedTime': 1557585592616, u'decodedTime': 1557585592616, u'fpsSeries': 1224, u'fpsTime': 1557585592616}
{u'decodedSeries': 1431, u'videoSeries': 47.573936, u'presentedSeries': 1382, u'presentedTime': 1557585593619, u'decodedTime': 1557585593619, u'fpsSeries': 1252, u'fpsTime': 1557585593619}
{u'decodedSeries': 1461, u'videoSeries': 48.552835, u'presentedSeries': 1411, u'presentedTime': 1557585594632, u'decodedTime': 1557585594632, u'fpsSeries': 1279, u'fpsTime': 1557585594632}
{u'decodedSeries': 1490, u'videoSeries': 49.6, u'presentedSeries': 1441, u'presentedTime': 1557585595636, u'decodedTime': 1557585595636, u'fpsSeries': 1311, u'fpsTime': 1557585595636}
{u'decodedSeries': 1522, u'videoSeries': 50.608716, u'presentedSeries': 1471, u'presentedTime': 1557585596637, u'decodedTime': 1557585596637, u'fpsSeries': 1340, u'fpsTime': 1557585596637}
{u'decodedSeries': 1552, u'videoSeries': 51.585547, u'presentedSeries': 1501, u'presentedTime': 1557585597637, u'decodedTime': 1557585597637, u'fpsSeries': 1368, u'fpsTime': 1557585597637}
{u'decodedSeries': 1582, u'videoSeries': 52.586289, u'presentedSeries': 1531, u'presentedTime': 1557585598638, u'decodedTime': 1557585598638, u'fpsSeries': 1397, u'fpsTime': 1557585598638}
{u'decodedSeries': 1612, u'videoSeries': 53.591944, u'presentedSeries': 1560, u'presentedTime': 1557585599638, u'decodedTime': 1557585599638, u'fpsSeries': 1426, u'fpsTime': 1557585599638}
{u'decodedSeries': 1642, u'videoSeries': 54.613838, u'presentedSeries': 1590, u'presentedTime': 1557585600639, u'decodedTime': 1557585600639, u'fpsSeries': 1454, u'fpsTime': 1557585600639}
{u'decodedSeries': 1672, u'videoSeries': 55.605806, u'presentedSeries': 1619, u'presentedTime': 1557585601639, u'decodedTime': 1557585601639, u'fpsSeries': 1479, u'fpsTime': 1557585601639}
{u'decodedSeries': 1702, u'videoSeries': 56.6, u'presentedSeries': 1648, u'presentedTime': 1557585602639, u'decodedTime': 1557585602639, u'fpsSeries': 1506, u'fpsTime': 1557585602639}
{u'decodedSeries': 1732, u'videoSeries': 57.604951, u'presentedSeries': 1678, u'presentedTime': 1557585603639, u'decodedTime': 1557585603639, u'fpsSeries': 1534, u'fpsTime': 1557585603639}
{u'decodedSeries': 1762, u'videoSeries': 58.619696, u'presentedSeries': 1708, u'presentedTime': 1557585604641, u'decodedTime': 1557585604641, u'fpsSeries': 1562, u'fpsTime': 1557585604641}
{u'decodedSeries': 1792, u'videoSeries': 59.61054, u'presentedSeries': 1738, u'presentedTime': 1557585605642, u'decodedTime': 1557585605642, u'fpsSeries': 1592, u'fpsTime': 1557585605642}
{u'decodedSeries': 1824, u'videoSeries': 60.576756, u'presentedSeries': 1772, u'presentedTime': 1557585606762, u'decodedTime': 1557585606762, u'fpsSeries': 1624, u'fpsTime': 1557585606762}
{u'decodedSeries': 1854, u'videoSeries': 61.726312, u'presentedSeries': 1802, u'presentedTime': 1557585607772, u'decodedTime': 1557585607772, u'fpsSeries': 1653, u'fpsTime': 1557585607772}
{u'decodedSeries': 1886, u'videoSeries': 62.71516, u'presentedSeries': 1832, u'presentedTime': 1557585608772, u'decodedTime': 1557585608772, u'fpsSeries': 1684, u'fpsTime': 1557585608772}
{u'decodedSeries': 1916, u'videoSeries': 63.735153, u'presentedSeries': 1862, u'presentedTime': 1557585609773, u'decodedTime': 1557585609773, u'fpsSeries': 1712, u'fpsTime': 1557585609773}
{u'decodedSeries': 1946, u'videoSeries': 64.744489, u'presentedSeries': 1890, u'presentedTime': 1557585610773, u'decodedTime': 1557585610773, u'fpsSeries': 1738, u'fpsTime': 1557585610773}
{u'decodedSeries': 1976, u'videoSeries': 65.756743, u'presentedSeries': 1920, u'presentedTime': 1557585611774, u'decodedTime': 1557585611774, u'fpsSeries': 1768, u'fpsTime': 1557585611774}
{u'decodedSeries': 2006, u'videoSeries': 66.755345, u'presentedSeries': 1950, u'presentedTime': 1557585612781, u'decodedTime': 1557585612781, u'fpsSeries': 1797, u'fpsTime': 1557585612781}
{u'decodedSeries': 2036, u'videoSeries': 67.728844, u'presentedSeries': 1980, u'presentedTime': 1557585613782, u'decodedTime': 1557585613782, u'fpsSeries': 1826, u'fpsTime': 1557585613782}
{u'decodedSeries': 2066, u'videoSeries': 68.731811, u'presentedSeries': 2010, u'presentedTime': 1557585614798, u'decodedTime': 1557585614798, u'fpsSeries': 1852, u'fpsTime': 1557585614798}
{u'decodedSeries': 2095, u'videoSeries': 69.76326, u'presentedSeries': 2041, u'presentedTime': 1557585615798, u'decodedTime': 1557585615798, u'fpsSeries': 1879, u'fpsTime': 1557585615798}
{u'decodedSeries': 2126, u'videoSeries': 70.782034, u'presentedSeries': 2071, u'presentedTime': 1557585616804, u'decodedTime': 1557585616804, u'fpsSeries': 1907, u'fpsTime': 1557585616804}
{u'decodedSeries': 2157, u'videoSeries': 71.753193, u'presentedSeries': 2101, u'presentedTime': 1557585617805, u'decodedTime': 1557585617805, u'fpsSeries': 1937, u'fpsTime': 1557585617805}
{u'decodedSeries': 2185, u'videoSeries': 72.695679, u'presentedSeries': 2128, u'presentedTime': 1557585618812, u'decodedTime': 1557585618812, u'fpsSeries': 1962, u'fpsTime': 1557585618812}
{u'decodedSeries': 2217, u'videoSeries': 73.748835, u'presentedSeries': 2158, u'presentedTime': 1557585619865, u'decodedTime': 1557585619865, u'fpsSeries': 1988, u'fpsTime': 1557585619865}
{u'decodedSeries': 2249, u'videoSeries': 74.818176, u'presentedSeries': 2186, u'presentedTime': 1557585620865, u'decodedTime': 1557585620865, u'fpsSeries': 2012, u'fpsTime': 1557585620865}
{u'decodedSeries': 2279, u'videoSeries': 75.827281, u'presentedSeries': 2215, u'presentedTime': 1557585621866, u'decodedTime': 1557585621866, u'fpsSeries': 2041, u'fpsTime': 1557585621866}
{u'decodedSeries': 2309, u'videoSeries': 76.84855, u'presentedSeries': 2245, u'presentedTime': 1557585622868, u'decodedTime': 1557585622868, u'fpsSeries': 2067, u'fpsTime': 1557585622868}
{u'decodedSeries': 2339, u'videoSeries': 77.833333, u'presentedSeries': 2275, u'presentedTime': 1557585623872, u'decodedTime': 1557585623872, u'fpsSeries': 2095, u'fpsTime': 1557585623872}
{u'decodedSeries': 2367, u'videoSeries': 78.839972, u'presentedSeries': 2306, u'presentedTime': 1557585624893, u'decodedTime': 1557585624893, u'fpsSeries': 2124, u'fpsTime': 1557585624893}
{u'decodedSeries': 2400, u'videoSeries': 79.866666, u'presentedSeries': 2336, u'presentedTime': 1557585625899, u'decodedTime': 1557585625899, u'fpsSeries': 2153, u'fpsTime': 1557585625899}
{u'decodedSeries': 2430, u'videoSeries': 80.875094, u'presentedSeries': 2364, u'presentedTime': 1557585626900, u'decodedTime': 1557585626900, u'fpsSeries': 2179, u'fpsTime': 1557585626900}
{u'decodedSeries': 2460, u'videoSeries': 81.85251, u'presentedSeries': 2394, u'presentedTime': 1557585627900, u'decodedTime': 1557585627900, u'fpsSeries': 2207, u'fpsTime': 1557585627900}
{u'decodedSeries': 2490, u'videoSeries': 82.84456, u'presentedSeries': 2424, u'presentedTime': 1557585628901, u'decodedTime': 1557585628901, u'fpsSeries': 2235, u'fpsTime': 1557585628901}
{u'decodedSeries': 2520, u'videoSeries': 83.882645, u'presentedSeries': 2454, u'presentedTime': 1557585629902, u'decodedTime': 1557585629902, u'fpsSeries': 2262, u'fpsTime': 1557585629902}
{u'decodedSeries': 2550, u'videoSeries': 84.866666, u'presentedSeries': 2484, u'presentedTime': 1557585630902, u'decodedTime': 1557585630902, u'fpsSeries': 2292, u'fpsTime': 1557585630902}
{u'decodedSeries': 2580, u'videoSeries': 85.866666, u'presentedSeries': 2512, u'presentedTime': 1557585631911, u'decodedTime': 1557585631911, u'fpsSeries': 2317, u'fpsTime': 1557585631911}
{u'decodedSeries': 2610, u'videoSeries': 86.860447, u'presentedSeries': 2542, u'presentedTime': 1557585632911, u'decodedTime': 1557585632911, u'fpsSeries': 2344, u'fpsTime': 1557585632911}
{u'decodedSeries': 2639, u'videoSeries': 87.891148, u'presentedSeries': 2572, u'presentedTime': 1557585633912, u'decodedTime': 1557585633912, u'fpsSeries': 2368, u'fpsTime': 1557585633912}
{u'decodedSeries': 2669, u'videoSeries': 88.858968, u'presentedSeries': 2601, u'presentedTime': 1557585634921, u'decodedTime': 1557585634921, u'fpsSeries': 2396, u'fpsTime': 1557585634921}
{u'decodedSeries': 2701, u'videoSeries': 89.893869, u'presentedSeries': 2631, u'presentedTime': 1557585635926, u'decodedTime': 1557585635926, u'fpsSeries': 2424, u'fpsTime': 1557585635926}
{u'decodedSeries': 2731, u'videoSeries': 90.904864, u'presentedSeries': 2661, u'presentedTime': 1557585636927, u'decodedTime': 1557585636927, u'fpsSeries': 2453, u'fpsTime': 1557585636927}
{u'decodedSeries': 2761, u'videoSeries': 91.902314, u'presentedSeries': 2691, u'presentedTime': 1557585637928, u'decodedTime': 1557585637928, u'fpsSeries': 2482, u'fpsTime': 1557585637928}
{u'decodedSeries': 2791, u'videoSeries': 92.896035, u'presentedSeries': 2718, u'presentedTime': 1557585638929, u'decodedTime': 1557585638929, u'fpsSeries': 2507, u'fpsTime': 1557585638929}
{u'decodedSeries': 2821, u'videoSeries': 93.896527, u'presentedSeries': 2748, u'presentedTime': 1557585639929, u'decodedTime': 1557585639929, u'fpsSeries': 2534, u'fpsTime': 1557585639929}
{u'decodedSeries': 2849, u'videoSeries': 94.911831, u'presentedSeries': 2778, u'presentedTime': 1557585640929, u'decodedTime': 1557585640929, u'fpsSeries': 2561, u'fpsTime': 1557585640929}
{u'decodedSeries': 2878, u'videoSeries': 95.866666, u'presentedSeries': 2808, u'presentedTime': 1557585641932, u'decodedTime': 1557585641932, u'fpsSeries': 2588, u'fpsTime': 1557585641932}
{u'decodedSeries': 2910, u'videoSeries': 96.895702, u'presentedSeries': 2837, u'presentedTime': 1557585642931, u'decodedTime': 1557585642931, u'fpsSeries': 2616, u'fpsTime': 1557585642931}
{u'decodedSeries': 2941, u'videoSeries': 97.9, u'presentedSeries': 2867, u'presentedTime': 1557585643933, u'decodedTime': 1557585643933, u'fpsSeries': 2645, u'fpsTime': 1557585643933}
{u'decodedSeries': 2971, u'videoSeries': 98.906522, u'presentedSeries': 2897, u'presentedTime': 1557585644938, u'decodedTime': 1557585644938, u'fpsSeries': 2674, u'fpsTime': 1557585644938}
{u'decodedSeries': 3001, u'videoSeries': 99.8896, u'presentedSeries': 2927, u'presentedTime': 1557585645939, u'decodedTime': 1557585645939, u'fpsSeries': 2702, u'fpsTime': 1557585645939}
{u'decodedSeries': 3031, u'videoSeries': 100.910633, u'presentedSeries': 2951, u'presentedTime': 1557585646939, u'decodedTime': 1557585646939, u'fpsSeries': 2724, u'fpsTime': 1557585646939}
{u'decodedSeries': 3061, u'videoSeries': 101.890041, u'presentedSeries': 2981, u'presentedTime': 1557585647939, u'decodedTime': 1557585647939, u'fpsSeries': 2751, u'fpsTime': 1557585647939}
{u'decodedSeries': 3091, u'videoSeries': 102.890065, u'presentedSeries': 3011, u'presentedTime': 1557585648940, u'decodedTime': 1557585648940, u'fpsSeries': 2781, u'fpsTime': 1557585648940}
{u'decodedSeries': 3121, u'videoSeries': 103.899264, u'presentedSeries': 3040, u'presentedTime': 1557585649940, u'decodedTime': 1557585649940, u'fpsSeries': 2807, u'fpsTime': 1557585649940}
{u'decodedSeries': 3151, u'videoSeries': 104.923063, u'presentedSeries': 3070, u'presentedTime': 1557585650941, u'decodedTime': 1557585650941, u'fpsSeries': 2830, u'fpsTime': 1557585650941}
{u'decodedSeries': 3181, u'videoSeries': 105.9039, u'presentedSeries': 3099, u'presentedTime': 1557585651947, u'decodedTime': 1557585651947, u'fpsSeries': 2859, u'fpsTime': 1557585651947}
{u'decodedSeries': 3210, u'videoSeries': 106.892466, u'presentedSeries': 3130, u'presentedTime': 1557585652958, u'decodedTime': 1557585652958, u'fpsSeries': 2888, u'fpsTime': 1557585652958}
{u'decodedSeries': 3242, u'videoSeries': 107.925827, u'presentedSeries': 3160, u'presentedTime': 1557585653957, u'decodedTime': 1557585653957, u'fpsSeries': 2917, u'fpsTime': 1557585653957}
{u'decodedSeries': 3272, u'videoSeries': 108.936937, u'presentedSeries': 3190, u'presentedTime': 1557585654958, u'decodedTime': 1557585654958, u'fpsSeries': 2946, u'fpsTime': 1557585654958}
{u'decodedSeries': 3302, u'videoSeries': 109.915369, u'presentedSeries': 3220, u'presentedTime': 1557585655958, u'decodedTime': 1557585655958, u'fpsSeries': 2975, u'fpsTime': 1557585655958}
{u'decodedSeries': 3331, u'videoSeries': 110.937596, u'presentedSeries': 3250, u'presentedTime': 1557585656966, u'decodedTime': 1557585656966, u'fpsSeries': 3002, u'fpsTime': 1557585656966}
{u'decodedSeries': 3361, u'videoSeries': 111.938876, u'presentedSeries': 3279, u'presentedTime': 1557585657966, u'decodedTime': 1557585657966, u'fpsSeries': 3029, u'fpsTime': 1557585657966}
{u'decodedSeries': 3390, u'videoSeries': 112.940737, u'presentedSeries': 3309, u'presentedTime': 1557585658967, u'decodedTime': 1557585658967, u'fpsSeries': 3055, u'fpsTime': 1557585658967}
{u'decodedSeries': 3420, u'videoSeries': 113.91539, u'presentedSeries': 3338, u'presentedTime': 1557585659972, u'decodedTime': 1557585659972, u'fpsSeries': 3082, u'fpsTime': 1557585659972}
{u'decodedSeries': 3452, u'videoSeries': 114.939876, u'presentedSeries': 3367, u'presentedTime': 1557585660979, u'decodedTime': 1557585660979, u'fpsSeries': 3111, u'fpsTime': 1557585660979}
{u'decodedSeries': 3482, u'videoSeries': 115.948902, u'presentedSeries': 3397, u'presentedTime': 1557585661980, u'decodedTime': 1557585661980, u'fpsSeries': 3138, u'fpsTime': 1557585661980}
{u'decodedSeries': 3512, u'videoSeries': 116.962565, u'presentedSeries': 3427, u'presentedTime': 1557585662980, u'decodedTime': 1557585662980, u'fpsSeries': 3166, u'fpsTime': 1557585662980}
{u'decodedSeries': 3542, u'videoSeries': 117.929801, u'presentedSeries': 3457, u'presentedTime': 1557585663981, u'decodedTime': 1557585663981, u'fpsSeries': 3194, u'fpsTime': 1557585663981}
{u'decodedSeries': 3572, u'videoSeries': 118.926678, u'presentedSeries': 3486, u'presentedTime': 1557585664981, u'decodedTime': 1557585664981, u'fpsSeries': 3222, u'fpsTime': 1557585664981}
{u'decodedSeries': 3594, u'videoSeries': 119.633333, u'presentedSeries': 3508, u'presentedTime': 1557585665981, u'decodedTime': 1557585665981, u'fpsSeries': 3243, u'fpsTime': 1557585665981}

