{u'decodedSeries': 16, u'videoSeries': 0.214058, u'presentedSeries': 12, u'presentedTime': 1557574964776, u'decodedTime': 1557574964776, u'fpsSeries': 10, u'fpsTime': 1557574964776}
{u'decodedSeries': 1678, u'videoSeries': 55.799438, u'presentedSeries': 1664, u'presentedTime': 1557575020158, u'decodedTime': 1557575020158, u'fpsSeries': 1631, u'fpsTime': 1557575020158}
{u'decodedSeries': 1708, u'videoSeries': 56.786566, u'presentedSeries': 1694, u'presentedTime': 1557575021159, u'decodedTime': 1557575021159, u'fpsSeries': 1660, u'fpsTime': 1557575021159}
{u'decodedSeries': 1738, u'videoSeries': 57.779213, u'presentedSeries': 1724, u'presentedTime': 1557575022160, u'decodedTime': 1557575022160, u'fpsSeries': 1690, u'fpsTime': 1557575022160}
{u'decodedSeries': 1767, u'videoSeries': 58.8, u'presentedSeries': 1754, u'presentedTime': 1557575023163, u'decodedTime': 1557575023163, u'fpsSeries': 1720, u'fpsTime': 1557575023163}
{u'decodedSeries': 1798, u'videoSeries': 59.8, u'presentedSeries': 1784, u'presentedTime': 1557575024164, u'decodedTime': 1557575024164, u'fpsSeries': 1751, u'fpsTime': 1557575024164}
{u'decodedSeries': 1828, u'videoSeries': 60.785575, u'presentedSeries': 1812, u'presentedTime': 1557575025165, u'decodedTime': 1557575025165, u'fpsSeries': 1779, u'fpsTime': 1557575025165}
{u'decodedSeries': 1858, u'videoSeries': 61.781902, u'presentedSeries': 1842, u'presentedTime': 1557575026166, u'decodedTime': 1557575026166, u'fpsSeries': 1809, u'fpsTime': 1557575026166}
{u'decodedSeries': 1888, u'videoSeries': 62.787214, u'presentedSeries': 1872, u'presentedTime': 1557575027166, u'decodedTime': 1557575027166, u'fpsSeries': 1839, u'fpsTime': 1557575027166}
{u'decodedSeries': 1918, u'videoSeries': 63.787497, u'presentedSeries': 1902, u'presentedTime': 1557575028166, u'decodedTime': 1557575028166, u'fpsSeries': 1869, u'fpsTime': 1557575028166}
{u'decodedSeries': 1948, u'videoSeries': 64.791678, u'presentedSeries': 1932, u'presentedTime': 1557575029170, u'decodedTime': 1557575029170, u'fpsSeries': 1899, u'fpsTime': 1557575029170}
{u'decodedSeries': 1978, u'videoSeries': 65.795303, u'presentedSeries': 1962, u'presentedTime': 1557575030170, u'decodedTime': 1557575030170, u'fpsSeries': 1929, u'fpsTime': 1557575030170}
{u'decodedSeries': 2008, u'videoSeries': 66.821783, u'presentedSeries': 1992, u'presentedTime': 1557575031171, u'decodedTime': 1557575031171, u'fpsSeries': 1959, u'fpsTime': 1557575031171}
{u'decodedSeries': 2038, u'videoSeries': 67.814879, u'presentedSeries': 2022, u'presentedTime': 1557575032171, u'decodedTime': 1557575032171, u'fpsSeries': 1989, u'fpsTime': 1557575032171}
{u'decodedSeries': 2068, u'videoSeries': 68.808302, u'presentedSeries': 2052, u'presentedTime': 1557575033172, u'decodedTime': 1557575033172, u'fpsSeries': 2018, u'fpsTime': 1557575033172}
{u'decodedSeries': 2099, u'videoSeries': 69.791261, u'presentedSeries': 2083, u'presentedTime': 1557575034192, u'decodedTime': 1557575034192, u'fpsSeries': 2049, u'fpsTime': 1557575034192}
{u'decodedSeries': 2128, u'videoSeries': 70.831157, u'presentedSeries': 2113, u'presentedTime': 1557575035191, u'decodedTime': 1557575035191, u'fpsSeries': 2079, u'fpsTime': 1557575035191}
{u'decodedSeries': 2159, u'videoSeries': 71.836074, u'presentedSeries': 2143, u'presentedTime': 1557575036193, u'decodedTime': 1557575036193, u'fpsSeries': 2109, u'fpsTime': 1557575036193}
{u'decodedSeries': 2188, u'videoSeries': 72.814239, u'presentedSeries': 2170, u'presentedTime': 1557575037193, u'decodedTime': 1557575037193, u'fpsSeries': 2136, u'fpsTime': 1557575037193}
{u'decodedSeries': 2218, u'videoSeries': 73.809717, u'presentedSeries': 2200, u'presentedTime': 1557575038196, u'decodedTime': 1557575038196, u'fpsSeries': 2166, u'fpsTime': 1557575038196}
{u'decodedSeries': 2249, u'videoSeries': 74.850001, u'presentedSeries': 2230, u'presentedTime': 1557575039206, u'decodedTime': 1557575039206, u'fpsSeries': 2196, u'fpsTime': 1557575039206}
{u'decodedSeries': 2279, u'videoSeries': 75.850349, u'presentedSeries': 2260, u'presentedTime': 1557575040206, u'decodedTime': 1557575040206, u'fpsSeries': 2227, u'fpsTime': 1557575040206}
{u'decodedSeries': 2309, u'videoSeries': 76.824391, u'presentedSeries': 2290, u'presentedTime': 1557575041207, u'decodedTime': 1557575041207, u'fpsSeries': 2257, u'fpsTime': 1557575041207}
{u'decodedSeries': 2339, u'videoSeries': 77.820377, u'presentedSeries': 2320, u'presentedTime': 1557575042208, u'decodedTime': 1557575042208, u'fpsSeries': 2287, u'fpsTime': 1557575042208}
{u'decodedSeries': 2369, u'videoSeries': 78.848832, u'presentedSeries': 2350, u'presentedTime': 1557575043208, u'decodedTime': 1557575043208, u'fpsSeries': 2317, u'fpsTime': 1557575043208}
{u'decodedSeries': 2399, u'videoSeries': 79.843378, u'presentedSeries': 2380, u'presentedTime': 1557575044209, u'decodedTime': 1557575044208, u'fpsSeries': 2347, u'fpsTime': 1557575044209}
{u'decodedSeries': 2429, u'videoSeries': 80.853437, u'presentedSeries': 2409, u'presentedTime': 1557575045209, u'decodedTime': 1557575045209, u'fpsSeries': 2376, u'fpsTime': 1557575045209}
{u'decodedSeries': 2459, u'videoSeries': 81.860061, u'presentedSeries': 2439, u'presentedTime': 1557575046209, u'decodedTime': 1557575046209, u'fpsSeries': 2406, u'fpsTime': 1557575046209}
{u'decodedSeries': 2489, u'videoSeries': 82.825722, u'presentedSeries': 2469, u'presentedTime': 1557575047210, u'decodedTime': 1557575047210, u'fpsSeries': 2436, u'fpsTime': 1557575047210}
{u'decodedSeries': 2519, u'videoSeries': 83.822788, u'presentedSeries': 2499, u'presentedTime': 1557575048210, u'decodedTime': 1557575048210, u'fpsSeries': 2466, u'fpsTime': 1557575048210}
{u'decodedSeries': 2550, u'videoSeries': 84.840682, u'presentedSeries': 2529, u'presentedTime': 1557575049236, u'decodedTime': 1557575049236, u'fpsSeries': 2495, u'fpsTime': 1557575049236}
{u'decodedSeries': 2580, u'videoSeries': 85.870233, u'presentedSeries': 2559, u'presentedTime': 1557575050236, u'decodedTime': 1557575050236, u'fpsSeries': 2526, u'fpsTime': 1557575050236}
{u'decodedSeries': 2610, u'videoSeries': 86.85354, u'presentedSeries': 2589, u'presentedTime': 1557575051236, u'decodedTime': 1557575051236, u'fpsSeries': 2555, u'fpsTime': 1557575051236}
{u'decodedSeries': 2640, u'videoSeries': 87.858896, u'presentedSeries': 2619, u'presentedTime': 1557575052238, u'decodedTime': 1557575052238, u'fpsSeries': 2584, u'fpsTime': 1557575052238}
{u'decodedSeries': 2670, u'videoSeries': 88.852415, u'presentedSeries': 2647, u'presentedTime': 1557575053238, u'decodedTime': 1557575053238, u'fpsSeries': 2613, u'fpsTime': 1557575053238}
{u'decodedSeries': 2700, u'videoSeries': 89.857461, u'presentedSeries': 2677, u'presentedTime': 1557575054239, u'decodedTime': 1557575054239, u'fpsSeries': 2643, u'fpsTime': 1557575054239}
{u'decodedSeries': 2730, u'videoSeries': 90.858426, u'presentedSeries': 2707, u'presentedTime': 1557575055239, u'decodedTime': 1557575055239, u'fpsSeries': 2672, u'fpsTime': 1557575055239}
{u'decodedSeries': 2760, u'videoSeries': 91.879458, u'presentedSeries': 2737, u'presentedTime': 1557575056239, u'decodedTime': 1557575056239, u'fpsSeries': 2703, u'fpsTime': 1557575056239}
{u'decodedSeries': 2790, u'videoSeries': 92.869826, u'presentedSeries': 2766, u'presentedTime': 1557575057239, u'decodedTime': 1557575057239, u'fpsSeries': 2731, u'fpsTime': 1557575057239}
{u'decodedSeries': 2820, u'videoSeries': 93.860467, u'presentedSeries': 2796, u'presentedTime': 1557575058239, u'decodedTime': 1557575058239, u'fpsSeries': 2761, u'fpsTime': 1557575058239}
{u'decodedSeries': 2850, u'videoSeries': 94.861335, u'presentedSeries': 2826, u'presentedTime': 1557575059240, u'decodedTime': 1557575059240, u'fpsSeries': 2791, u'fpsTime': 1557575059240}
{u'decodedSeries': 2880, u'videoSeries': 95.852848, u'presentedSeries': 2856, u'presentedTime': 1557575060241, u'decodedTime': 1557575060241, u'fpsSeries': 2821, u'fpsTime': 1557575060241}
{u'decodedSeries': 2910, u'videoSeries': 96.89194, u'presentedSeries': 2885, u'presentedTime': 1557575061241, u'decodedTime': 1557575061241, u'fpsSeries': 2850, u'fpsTime': 1557575061241}
{u'decodedSeries': 2940, u'videoSeries': 97.856191, u'presentedSeries': 2915, u'presentedTime': 1557575062242, u'decodedTime': 1557575062242, u'fpsSeries': 2880, u'fpsTime': 1557575062242}
{u'decodedSeries': 2970, u'videoSeries': 98.859079, u'presentedSeries': 2945, u'presentedTime': 1557575063242, u'decodedTime': 1557575063242, u'fpsSeries': 2910, u'fpsTime': 1557575063242}
{u'decodedSeries': 3000, u'videoSeries': 99.85843, u'presentedSeries': 2975, u'presentedTime': 1557575064243, u'decodedTime': 1557575064243, u'fpsSeries': 2940, u'fpsTime': 1557575064243}
{u'decodedSeries': 3030, u'videoSeries': 100.889864, u'presentedSeries': 3004, u'presentedTime': 1557575065244, u'decodedTime': 1557575065244, u'fpsSeries': 2969, u'fpsTime': 1557575065244}
{u'decodedSeries': 3060, u'videoSeries': 101.885915, u'presentedSeries': 3034, u'presentedTime': 1557575066245, u'decodedTime': 1557575066245, u'fpsSeries': 2999, u'fpsTime': 1557575066245}
{u'decodedSeries': 3090, u'videoSeries': 102.878876, u'presentedSeries': 3064, u'presentedTime': 1557575067245, u'decodedTime': 1557575067245, u'fpsSeries': 3029, u'fpsTime': 1557575067245}
{u'decodedSeries': 3120, u'videoSeries': 103.869735, u'presentedSeries': 3094, u'presentedTime': 1557575068246, u'decodedTime': 1557575068246, u'fpsSeries': 3059, u'fpsTime': 1557575068246}
{u'decodedSeries': 3150, u'videoSeries': 104.861624, u'presentedSeries': 3124, u'presentedTime': 1557575069246, u'decodedTime': 1557575069246, u'fpsSeries': 3089, u'fpsTime': 1557575069246}
{u'decodedSeries': 3180, u'videoSeries': 105.872272, u'presentedSeries': 3154, u'presentedTime': 1557575070246, u'decodedTime': 1557575070246, u'fpsSeries': 3119, u'fpsTime': 1557575070246}
{u'decodedSeries': 3210, u'videoSeries': 106.865647, u'presentedSeries': 3185, u'presentedTime': 1557575071247, u'decodedTime': 1557575071247, u'fpsSeries': 3149, u'fpsTime': 1557575071247}
{u'decodedSeries': 3240, u'videoSeries': 107.894444, u'presentedSeries': 3215, u'presentedTime': 1557575072247, u'decodedTime': 1557575072247, u'fpsSeries': 3179, u'fpsTime': 1557575072247}
{u'decodedSeries': 3270, u'videoSeries': 108.87923, u'presentedSeries': 3244, u'presentedTime': 1557575073248, u'decodedTime': 1557575073248, u'fpsSeries': 3209, u'fpsTime': 1557575073248}
{u'decodedSeries': 3300, u'videoSeries': 109.878, u'presentedSeries': 3274, u'presentedTime': 1557575074248, u'decodedTime': 1557575074248, u'fpsSeries': 3239, u'fpsTime': 1557575074248}
{u'decodedSeries': 3330, u'videoSeries': 110.887016, u'presentedSeries': 3305, u'presentedTime': 1557575075249, u'decodedTime': 1557575075249, u'fpsSeries': 3269, u'fpsTime': 1557575075249}
{u'decodedSeries': 3361, u'videoSeries': 111.873039, u'presentedSeries': 3335, u'presentedTime': 1557575076259, u'decodedTime': 1557575076259, u'fpsSeries': 3299, u'fpsTime': 1557575076259}
{u'decodedSeries': 3391, u'videoSeries': 112.902646, u'presentedSeries': 3363, u'presentedTime': 1557575077260, u'decodedTime': 1557575077260, u'fpsSeries': 3327, u'fpsTime': 1557575077260}
{u'decodedSeries': 3421, u'videoSeries': 113.891305, u'presentedSeries': 3393, u'presentedTime': 1557575078260, u'decodedTime': 1557575078260, u'fpsSeries': 3357, u'fpsTime': 1557575078260}
{u'decodedSeries': 3451, u'videoSeries': 114.893411, u'presentedSeries': 3423, u'presentedTime': 1557575079260, u'decodedTime': 1557575079260, u'fpsSeries': 3387, u'fpsTime': 1557575079260}
{u'decodedSeries': 3481, u'videoSeries': 115.891015, u'presentedSeries': 3453, u'presentedTime': 1557575080263, u'decodedTime': 1557575080263, u'fpsSeries': 3417, u'fpsTime': 1557575080263}
{u'decodedSeries': 3511, u'videoSeries': 116.879444, u'presentedSeries': 3483, u'presentedTime': 1557575081263, u'decodedTime': 1557575081263, u'fpsSeries': 3447, u'fpsTime': 1557575081264}
{u'decodedSeries': 3541, u'videoSeries': 117.890308, u'presentedSeries': 3513, u'presentedTime': 1557575082264, u'decodedTime': 1557575082264, u'fpsSeries': 3478, u'fpsTime': 1557575082264}
{u'decodedSeries': 3571, u'videoSeries': 118.877058, u'presentedSeries': 3543, u'presentedTime': 1557575083265, u'decodedTime': 1557575083265, u'fpsSeries': 3507, u'fpsTime': 1557575083265}
{u'decodedSeries': 3598, u'videoSeries': 119.752633, u'presentedSeries': 3570, u'presentedTime': 1557575084266, u'decodedTime': 1557575084266, u'fpsSeries': 3535, u'fpsTime': 1557575084266}

